Sr.No,Round,Institute,Program,Stream,Seat Type,Quota,Category,Opening Rank,Closing Rank
3718,Round 3,"Sister Nivedita University, New Town",Computer Science & Engineering - TFW,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State,Tuition Fee Waiver,11820,19585
3719,Round 3,"Budge Budge Institute of Technology, Budge-Budge",Computer Science & Engineering - TFW,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State,Tuition Fee Waiver,27110,27110
3721,Round 3,"Regent Education and Research Foundation, Barasat, Kolkata",Electrical Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,All India,Open,29300,29300
3722,Round 3,Jadavpur University,Electrical Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State,SC,3520,3754
3723,Round 3,"Ramkrishna Mahato Government Engineering College, Purulia",Electrical Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State,SC,19933,25729
3724,Round 3,"Bengal College of Engineering & Technology, Durgapur",Electrical Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,All India,Open,84850,84850
3725,Round 3,"Haldia Institute of Technology, Haldia, Purba Medinipur",Electrical Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,All India,Open,19602,55201
3726,Round 3,"Heritage Institute of Technology, Kolkata",Electrical Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),JEE(Main) Seats,All India,Open,146696,146696
3727,Round 3,"Techno Main Salt Lake, Sector-V, Salt Lake",Electrical Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),JEE(Main) Seats,All India,Open,185362,297924
3728,Round 3,"Ghani Khan Choudhury Institute of Engineering & Technology, Malda",Electrical Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State,OBC - A,40702,40966
3729,Round 3,University Of Calcutta,Electrical Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,All India,Open,1055,1055
3730,Round 3,ALIPURDUAR GOVERNMENT ENGINEERING AND MANAGEMENT COLLEGE,Electrical Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State,SC,25325,32239
3731,Round 3,"Cooch Behar Government Engineering College, Cooch Behar",Electrical Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State,SC,20380,27925
3732,Round 3,"B.P. Poddar Institute of Management & Technology, Kolkata",Electrical Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,All India,Open,32783,81589
3733,Round 3,Jadavpur University,Civil Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State,OBC - B,2075,2514
3734,Round 3,Jadavpur University,Civil Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State,EWS,2708,3579
3735,Round 3,"Asansol Engineering College, Asansol, Burdwan",Civil Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,All India,Open,35350,84344
3736,Round 3,"Techno Main Salt Lake, Sector-V, Salt Lake",Civil Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),JEE(Main) Seats,All India,Open,261772,889978
3737,Round 3,"UNIVERSITY INSTITUTE OF TECHNOLOGY, BURDWAN UNIVERSITY",Civil Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State,SC,36211,45987
3738,Round 3,"Cooch Behar Government Engineering College, Cooch Behar",Civil Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State,SC,25039,32813
3739,Round 3,"Dr.Sudhir Chandra Sur Institute of Technology and Sports Complex, Dum Dum",Civil Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,All India,Open,104827,104827
3740,Round 3,"UNIVERSITY INSTITUTE OF TECHNOLOGY, BURDWAN UNIVERSITY",Civil Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State,EWS,87195,87195
3741,Round 3,"Hooghly Engineering & Technology College, Hooghly",Civil Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,All India,Open,51202,88193
3742,Round 3,"Jalpaiguri Goverment Engineering College,Jalpaiguri",Civil Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State,SC,13613,18093
3743,Round 3,"Heritage Institute of Technology, Kolkata",Civil Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),JEE(Main) Seats,All India,Open,261999,314393
3744,Round 3,"Calcutta Institute of Technology, Uluberia, Howrah",Civil Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,All India,Open,49749,49749
3745,Round 3,"Future Institute of Technology, Boral, Garia",Civil Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,All India,Open,41898,41898
3746,Round 3,"Jalpaiguri Goverment Engineering College,Jalpaiguri",Mechanical Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State,Open,3561,4143
3747,Round 3,Jadavpur University,Mechanical Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State,Open,850,1032
3748,Round 3,"Ghani Khan Choudhury Institute of Engineering & Technology, Malda",Mechanical Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State,SC,32453,33169
3749,Round 3,"Aliah University, New Town",Civil Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State,Open,7469,12981
3751,Round 3,"Ghani Khan Choudhury Institute of Engineering & Technology, Malda",Mechanical Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),JEE(Main) Seats,All India,Open,157152,169842
3752,Round 3,"Academy of Technology, Adisaptagram, Hooghly",Mechanical Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,All India,Open,32631,59308
3753,Round 3,"Cooch Behar Government Engineering College, Cooch Behar",Mechanical Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State,SC,30235,31773
3754,Round 3,"Kalyani Goverment Engineering College, Kalyani, Nadia",Mechanical Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State,SC,10761,14487
3755,Round 3,"Calcutta Institute of Technology, Uluberia, Howrah",Mechanical Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,All India,Open,42908,42908
3756,Round 3,"Techno Main Salt Lake, Sector-V, Salt Lake",Mechanical Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,All India,Open,22211,97262
3757,Round 3,Jadavpur University,Mechanical Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,All India,Open,627,836
3758,Round 3,Jadavpur University,Mechanical Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State,OBC - A,2806,2806
3759,Round 3,Jadavpur University,Mechanical Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State,OBC - B,1076,1455
3760,Round 3,Jadavpur University,Electronics & Tele-Communication Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State,Open,419,502
3761,Round 3,Jadavpur University,Electronics & Tele-Communication Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,All India,Open,389,407
3762,Round 3,Jadavpur University,Electronics & Tele-Communication Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State,Open (PwD),7315,8972
3763,Round 3,UNIVERSITY OF ENGINEERING AND MANAGEMENT KOLKATA,COMPUTER SCIENCE & ENGINEERING (ROBOTICS AND ARTIFICIAL INTELLIGENCE) - TFW,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State,Tuition Fee Waiver,12453,12453
3764,Round 3,"Gargi Memorial Institute of Technology, Baruipur, Kolkata",Computer Science & Engineering - TFW,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State,Tuition Fee Waiver,17527,31896
3765,Round 3,"Global Institute of Management and Technology, Krishnanagar, Nadia",Computer Science & Engineering - TFW,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State,Tuition Fee Waiver,47890,47890
3766,Round 3,Jadavpur University,Construction Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State,Open,1874,2108
3767,Round 3,"Supreme Knowledge Foundation Group of Institutions, Mankundu, Hooghly",Computer Science & Engineering - TFW,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State,Tuition Fee Waiver,23610,40380
3768,Round 3,Swami Vivekananda University,Computer Science & Engineering - TFW,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State,Tuition Fee Waiver,19762,29467
3769,Round 3,"Durgapur Institute of Advanced Technology & Management, Durgapur",Computer Science & Engineering - TFW,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State,Tuition Fee Waiver,22257,22257
3770,Round 3,"Ideal Institute of Engineering, Kalyani",Computer Science & Engineering - TFW,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State,Tuition Fee Waiver,30422,44092
3771,Round 3,"Calcutta Institute of Technology, Uluberia, Howrah",Computer Science & Engineering - TFW,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State,Tuition Fee Waiver,27893,37441
3772,Round 3,"Guru Nanak Institute of Technology, Panihati, Sodepur",Computer Science & Engineering - TFW,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State,Tuition Fee Waiver,11779,11779
3773,Round 3,"Meghnad Saha Institute of Technology, Kolkata",Computer Science & Engineering - TFW,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State,Tuition Fee Waiver,13307,13307
3774,Round 3,"Cooch Behar Government Engineering College, Cooch Behar",Computer Science & Engineering - TFW,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State,Tuition Fee Waiver,8714,8795
3775,Round 3,"Murshidabad College of Engineering & Technology, Murshidabad",Computer Science & Engineering - TFW,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State,Tuition Fee Waiver,27464,35173
3776,Round 3,University Of Calcutta,Chemical Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State,OBC - A,12558,15709
3777,Round 3,"Haldia Institute of Technology, Haldia, Purba Medinipur",Chemical Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,All India,Open,6841,16294
3778,Round 3,Jadavpur University,Chemical Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State,ST,26853,26853
3779,Round 3,"Haldia Institute of Technology, Haldia, Purba Medinipur",Chemical Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State,SC,24322,85452
3780,Round 3,University Of Calcutta,Chemical Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State,EWS,5313,5313
3781,Round 3,"Heritage Institute of Technology, Kolkata",Chemical Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,All India,Open,5804,36572
3782,Round 3,Jadavpur University,Chemical Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State,Open,1136,1269
3783,Round 3,University Of Calcutta,Chemical Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State,SC,10721,13040
3784,Round 3,"Haldia Institute of Technology, Haldia, Purba Medinipur",Chemical Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State,EWS,73808,73808
3785,Round 3,"Heritage Institute of Technology, Kolkata",Chemical Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),JEE(Main) Seats,All India,Open,180753,207234
3786,Round 3,"Calcutta Institute of Technology, Uluberia, Howrah",Chemical Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),JEE(Main) Seats,All India,Open,299438,299438
3787,Round 3,"Haldia Institute of Technology, Haldia, Purba Medinipur",Chemical Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State,OBC - A,33085,90572
3788,Round 3,"Haldia Institute of Technology, Haldia, Purba Medinipur",Biotechnology,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),JEE(Main) Seats,All India,Open,144920,364999
3789,Round 3,Jadavpur University,Mechanical Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State,EWS,1792,1792
3790,Round 3,"Techno Main Salt Lake, Sector-V, Salt Lake",Mechanical Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),JEE(Main) Seats,All India,Open,308937,678339
3791,Round 3,"Sanaka Education Trusts Group of Institutions, Durgapur, Burdwan",Mechanical Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,All India,Open,33402,105934
3792,Round 3,"Aliah University, New Town",Mechanical Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State,Open,8444,8444
3793,Round 3,"Cooch Behar Government Engineering College, Cooch Behar",Mechanical Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State,EWS,75063,75063
3794,Round 3,"Jalpaiguri Goverment Engineering College,Jalpaiguri",Mechanical Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State,OBC - A,9494,14336
3795,Round 3,"Ramkrishna Mahato Government Engineering College, Purulia",Mechanical Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State,Open,10514,17145
3796,Round 3,"Haldia Institute of Technology, Haldia, Purba Medinipur",Mechanical Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,All India,Open,14751,107575
3797,Round 3,"Netaji Subhas Engineering College, Garia, Kolkata",Mechanical Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,All India,Open,70270,70270
3798,Round 3,Swami Vivekananda University,Mechanical Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,All India,Open,46127,46127
3799,Round 3,"UNIVERSITY OF KALYANI, KALYANI",Computer Science & Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State,OBC - B,5075,5075
3800,Round 3,"Bengal Institute of Technology, Dhapa, Kolkata",Computer Science & Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,All India,Open,30245,95025
3801,Round 3,"Netaji Subhas Engineering College, Garia, Kolkata",Computer Science & Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State,EWS,23820,56054
3802,Round 3,Jadavpur University,Construction Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State,SC,9973,10488
3803,Round 3,Jadavpur University,Construction Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State,EWS,3673,3673
3804,Round 3,"Techno International New Town, Rajarhat, New Town",ELECTRONICS & COMPUTER SCIENCE - TFW,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State,Tuition Fee Waiver,20476,20476
3805,Round 3,"Asansol Engineering College, Asansol, Burdwan",ELECTRONICS & COMPUTER SCIENCE - TFW,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State,Tuition Fee Waiver,39798,39798
3806,Round 3,"Asansol Engineering College, Asansol, Burdwan",Computer Science & Engineering (Internet Of Things And Cyber Security Including Block Chain Technology) (TFW),B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State,Tuition Fee Waiver,32402,32402
3807,Round 3,"Future Institute of Technology, Boral, Garia",Computer Science & Engineering (Internet Of Things And Cyber Security Including Block Chain Technology) (TFW),B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State,Tuition Fee Waiver,45640,45640
3808,Round 3,Techno International Batanagar,Computer Science & Engineering (IOT) - TFW,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State,Tuition Fee Waiver,26404,45487
3809,Round 3,"Sanaka Education Trusts Group of Institutions, Durgapur, Burdwan",Electronics & Communication Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,All India,Open,88533,88533
3810,Round 3,"Asansol Engineering College, Asansol, Burdwan",Electronics & Communication Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),JEE(Main) Seats,All India,Open,477663,477663
3811,Round 3,"Dr. B. C. Roy Engineering College, Durgapur",Electronics & Communication Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),JEE(Main) Seats,All India,Open,381959,591418
3812,Round 3,"UNIVERSITY OF KALYANI, KALYANI",Electronics & Communication Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State,OBC - B,8492,8492
3813,Round 3,"Ramkrishna Mahato Government Engineering College, Purulia",Electronics & Communication Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State,ST,53115,53115
3814,Round 3,"Bengal College of Engineering & Technology, Durgapur",Electronics & Communication Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),JEE(Main) Seats,All India,Open,822882,822882
3815,Round 3,"Bengal Institute of Technology, Dhapa, Kolkata",Electronics & Communication Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,All India,Open,15999,15999
3816,Round 3,"Heritage Institute of Technology, Kolkata",Electronics & Communication Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,All India,Open,3159,8708
3817,Round 3,"Netaji Subhas Engineering College, Garia, Kolkata",Electronics & Communication Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),JEE(Main) Seats,All India,Open,99691,99691
3818,Round 3,"Rcc Institute of Information Technology, Kolkata",Electronics & Communication Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),JEE(Main) Seats,All India,Open,545644,855315
3819,Round 3,"Techno India University, Salt Lake",Electronics & Communication Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),JEE(Main) Seats,All India,Open,239053,321022
3820,Round 3,"UNIVERSITY OF KALYANI, KALYANI",Electronics & Communication Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State,SC,17834,20615
3821,Round 3,"Narula Institute of Technology, Agarpara, Kolkata",Electrical Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),JEE(Main) Seats,All India,Open,570640,570640
3822,Round 3,"Cooch Behar Government Engineering College, Cooch Behar",Electrical Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State,EWS,37553,54224
3823,Round 3,"Ramkrishna Mahato Government Engineering College, Purulia",Electrical Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State,OBC - A,34476,45065
3824,Round 3,"Siliguri Institute of Technology, Siliguri",Electrical Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),JEE(Main) Seats,All India,Open,1185010,1185010
3825,Round 3,"Govt. College of Engg. & Textile Technology, Berhampore",Electrical Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State,SC,14770,16285
3826,Round 3,"UNIVERSITY INSTITUTE OF TECHNOLOGY, BURDWAN UNIVERSITY",Electrical Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State,OBC - A,43397,69575
3827,Round 3,Swami Vivekananda University,Electrical Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,All India,Open,31973,95353
3828,Round 3,"Jalpaiguri Goverment Engineering College,Jalpaiguri",Electrical Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State,OBC - B,4517,4517
3829,Round 3,"Jalpaiguri Goverment Engineering College,Jalpaiguri",Electrical Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State,Open,3079,3519
3830,Round 3,"Ramkrishna Mahato Government Engineering College, Purulia",Electrical Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State,OBC - B,11921,12021
3831,Round 3,"Ramkrishna Mahato Government Engineering College, Purulia",Electrical Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State,Open,5222,11626
3832,Round 3,"Jis College of Engineering, Kalyani, Nadia",Electrical Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,All India,Open,80833,84862
3833,Round 3,"Govt. College of Engg. & Textile Technology, Berhampore",Electrical Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State,EWS,61074,61074
3834,Round 3,"Govt. College of Engg. & Textile Technology, Berhampore",Electrical Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State,Open,6533,10021
3835,Round 3,"Kalyani Goverment Engineering College, Kalyani, Nadia",Electrical Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State,OBC - A,11404,11404
3836,Round 3,"Ghani Khan Choudhury Institute of Engineering & Technology, Malda",Electrical Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,All India,Open,8340,13260
3837,Round 3,"Netaji Subhas Engineering College, Garia, Kolkata",Electrical Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),JEE(Main) Seats,All India,Open,338707,1381931
3838,Round 3,"Rcc Institute of Information Technology, Kolkata",Electrical Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),JEE(Main) Seats,All India,Open,909070,909070
3839,Round 3,"Techno India University, Salt Lake",Electrical Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),JEE(Main) Seats,All India,Open,612055,724059
3840,Round 3,Jadavpur University,Electrical Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,All India,Open,517,518
3841,Round 3,"Aliah University, New Town",Electrical Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State,Open,6354,8036
3842,Round 3,ALIPURDUAR GOVERNMENT ENGINEERING AND MANAGEMENT COLLEGE,Electrical Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State,Open,13669,19370
3843,Round 3,"Heritage Institute of Technology, Kolkata",Electrical Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State,SC,25926,25926
3844,Round 3,"St. Thomas College of Engineering & Technology, Khidirpur, Kolkata",Electrical Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,All India,Open,89701,89701
3845,Round 3,Jadavpur University,Electrical Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State,OBC - B,960,1013
3846,Round 3,Jadavpur University,Electrical Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State,Open,568,788
3847,Round 3,University Of Calcutta,Information Technology,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State,SC,6553,9047
3848,Round 3,"Govt. College of Engineering & Ceramic Technology, Kolkata",Information Technology,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State,OBC - A,17563,17563
