Sr.No,Round,Institute,Program,Stream,Seat Type,Quota,Category,Opening Rank,Closing Rank
2691,Round 2,"Guru Nanak Institute of Technology, Panihati, Sodepur",Computer Science & Engineering - TFW,B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,Home State,Tuition Fee Waiver,15592,16704
2692,Round 2,"Guru Nanak Institute of Technology, Panihati, Sodepur",Electronics & Communication Engineering,B.E/B.Tech (JEE(Main) Seats),JEE(Main) Seats,All India,Open,325214,649943
2693,Round 2,"Guru Nanak Institute of Technology, Panihati, Sodepur",Electronics & Communication Engineering,B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,All India,Open,54738,91295
2694,Round 2,"Guru Nanak Institute of Technology, Panihati, Sodepur",Electronics & Communication Engineering (TFW),B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,Home State,Tuition Fee Waiver,22113,24106
2695,Round 2,"Guru Nanak Institute of Technology, Panihati, Sodepur",Electronics And Computer Science (ESC),B.E/B.Tech (JEE(Main) Seats),JEE(Main) Seats,All India,Open,280365,669679
2696,Round 2,"Guru Nanak Institute of Technology, Panihati, Sodepur",Electronics And Computer Science (ESC),B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,All India,Open,56509,81262
2697,Round 2,"Haldia Institute of Technology, Haldia, Purba Medinipur",Civil Engineering,B.E/B.Tech (JEE(Main) Seats),JEE(Main) Seats,All India,Open,277996,750850
2698,Round 2,"Haldia Institute of Technology, Haldia, Purba Medinipur",Civil Engineering,B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,All India,Open,67979,91703
2699,Round 2,"Haldia Institute of Technology, Haldia, Purba Medinipur",Electrical Engineering,B.E/B.Tech (JEE(Main) Seats),JEE(Main) Seats,All India,Open,145146,204931
2700,Round 2,"Haldia Institute of Technology, Haldia, Purba Medinipur",Electrical Engineering,B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,All India,Open,35785,91645
2701,Round 2,"Haldia Institute of Technology, Haldia, Purba Medinipur",Electrical Engineering (TFW),B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,Home State,Tuition Fee Waiver,18428,23256
2702,Round 2,"Haldia Institute of Technology, Haldia, Purba Medinipur",Information Technology,B.E/B.Tech (JEE(Main) Seats),JEE(Main) Seats,All India,Open,32410,36354
2703,Round 2,"Haldia Institute of Technology, Haldia, Purba Medinipur",Information Technology,B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,All India,Open,12206,15985
2704,Round 2,"Haldia Institute of Technology, Haldia, Purba Medinipur",Information Technology (TFW),B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,Home State,Tuition Fee Waiver,8685,9139
2705,Round 2,"Haldia Institute of Technology, Haldia, Purba Medinipur",Mechanical Engineering,B.E/B.Tech (JEE(Main) Seats),JEE(Main) Seats,All India,Open,219573,370142
2706,Round 2,"Meghnad Saha Institute of Technology, Kolkata",Computer Science And Business System,B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,All India,Open,47220,95744
2707,Round 2,"Meghnad Saha Institute of Technology, Kolkata",Computer Science And Business System (TFW),B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,Home State,Tuition Fee Waiver,19789,20778
2708,Round 2,"Meghnad Saha Institute of Technology, Kolkata",Computer Science & Engineering (IOT),B.E/B.Tech (JEE(Main) Seats),JEE(Main) Seats,All India,Open,248573,260060
2709,Round 2,"Meghnad Saha Institute of Technology, Kolkata",Computer Science & Engineering (IOT),B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,All India,Open,45737,74769
2710,Round 2,"Meghnad Saha Institute of Technology, Kolkata",Computer Science & Engineering (IOT) - TFW,B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,Home State,Tuition Fee Waiver,15781,15781
2711,Round 2,"Modern Institute of Engineering & Technology, Bandel, Hooghly",Computer Science & Engineering,B.E/B.Tech (JEE(Main) Seats),JEE(Main) Seats,All India,Open,965844,965844
2712,Round 2,"Modern Institute of Engineering & Technology, Bandel, Hooghly",Computer Science & Engineering - TFW,B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,Home State,Tuition Fee Waiver,36186,40092
2713,Round 2,"Murshidabad College of Engineering & Technology, Murshidabad",Computer Science & Engineering,B.E/B.Tech (JEE(Main) Seats),JEE(Main) Seats,All India,Open,268110,504032
2714,Round 2,"Murshidabad College of Engineering & Technology, Murshidabad",Computer Science & Engineering,B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,All India,Open,43655,79182
2715,Round 2,"Murshidabad College of Engineering & Technology, Murshidabad",Computer Science & Engineering,B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,Home State,OBC - B,86005,86005
2716,Round 2,"Murshidabad College of Engineering & Technology, Murshidabad",Electronics & Communication Engineering,B.E/B.Tech (JEE(Main) Seats),JEE(Main) Seats,All India,Open,527503,582891
2717,Round 2,"Narula Institute of Technology, Agarpara, Kolkata",Electrical Engineering,B.E/B.Tech (JEE(Main) Seats),JEE(Main) Seats,All India,Open,495109,1074405
2718,Round 2,"Narula Institute of Technology, Agarpara, Kolkata",Electrical Engineering,B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,All India,Open,72319,92978
2719,Round 2,"Narula Institute of Technology, Agarpara, Kolkata",Electrical Engineering (TFW),B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,Home State,Tuition Fee Waiver,24003,29710
2720,Round 2,"Narula Institute of Technology, Agarpara, Kolkata",Information Technology,B.E/B.Tech (JEE(Main) Seats),JEE(Main) Seats,All India,Open,152666,204871
2721,Round 2,"Narula Institute of Technology, Agarpara, Kolkata",Information Technology,B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,All India,Open,24983,36089
2722,Round 2,"Narula Institute of Technology, Agarpara, Kolkata",Information Technology (TFW),B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,Home State,Tuition Fee Waiver,12736,14392
2723,Round 2,"Narula Institute of Technology, Agarpara, Kolkata",Mechanical Engineering,B.E/B.Tech (JEE(Main) Seats),JEE(Main) Seats,All India,Open,931960,931960
2724,Round 2,"Techno International New Town, Rajarhat, New Town",Artificial Intelligence And Machine Learning,B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,All India,Open,46572,94123
2725,Round 2,"Techno International New Town, Rajarhat, New Town",Artificial Intelligence And Machine Learning (TFW),B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,Home State,Tuition Fee Waiver,17455,19170
2726,Round 2,"Techno International New Town, Rajarhat, New Town",Computer Science & Engineering (Data Science),B.E/B.Tech (JEE(Main) Seats),JEE(Main) Seats,All India,Open,242630,261609
2727,Round 2,Jadavpur University,Chemical Engineering,B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,Home State,ST,29050,29731
2728,Round 2,"Techno International New Town, Rajarhat, New Town",Computer Science & Engineering (Data Science),B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,All India,Open,43828,83184
2729,Round 2,"Techno International New Town, Rajarhat, New Town",Computer Science And Business System,B.E/B.Tech (JEE(Main) Seats),JEE(Main) Seats,All India,Open,625479,694618
2730,Round 2,"Techno International New Town, Rajarhat, New Town",Computer Science And Business System,B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,All India,Open,61631,85294
2731,Round 2,"Techno International New Town, Rajarhat, New Town",Computer Science And Business System (TFW),B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,Home State,Tuition Fee Waiver,20604,23302
2732,Round 2,"Techno International New Town, Rajarhat, New Town",Computer Science & Engineering (IOT),B.E/B.Tech (JEE(Main) Seats),JEE(Main) Seats,All India,Open,475839,602271
2733,Round 2,"Techno International New Town, Rajarhat, New Town",Computer Science & Engineering (IOT),B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,All India,Open,70858,89204
2734,Round 2,"Techno International New Town, Rajarhat, New Town",Computer Science & Engineering (IOT) - TFW,B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,Home State,Tuition Fee Waiver,22289,22289
2735,Round 2,"Techno Engineering Collge Banipur, 24 Parganas-North",Computer Science & Engineering,B.E/B.Tech (JEE(Main) Seats),JEE(Main) Seats,All India,Open,821549,821549
2736,Round 2,"Techno Engineering Collge Banipur, 24 Parganas-North",Computer Science & Engineering - TFW,B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,Home State,Tuition Fee Waiver,29030,32503
2737,Round 2,"Techno Engineering Collge Banipur, 24 Parganas-North",Computer Science & Engineering (Artificial Intelligence And Machine Learning),B.E/B.Tech (JEE(Main) Seats),JEE(Main) Seats,All India,Open,622331,622331
2738,Round 2,"Techno Main Salt Lake, Sector-V, Salt Lake",Civil Engineering,B.E/B.Tech (JEE(Main) Seats),JEE(Main) Seats,All India,Open,287284,590807
2739,Round 2,"Techno Main Salt Lake, Sector-V, Salt Lake",Civil Engineering,B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,All India,Open,68724,87459
2740,Round 2,"Techno Main Salt Lake, Sector-V, Salt Lake",Electrical Engineering,B.E/B.Tech (JEE(Main) Seats),JEE(Main) Seats,All India,Open,140901,223981
2741,Round 2,"Techno Main Salt Lake, Sector-V, Salt Lake",Electrical Engineering,B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,All India,Open,36967,68704
2742,Round 2,"Techno Main Salt Lake, Sector-V, Salt Lake",Electrical Engineering (TFW),B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,Home State,Tuition Fee Waiver,18921,22176
2743,Round 2,"Heritage Institute of Technology, Kolkata",Biotechnology,B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,Home State,SC,39141,39141
2744,Round 2,Jadavpur University,Chemical Engineering (TFW),B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,Home State,Tuition Fee Waiver,1779,2118
2745,Round 2,Jadavpur University,Computer Science & Engineering,B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,All India,Open,24,52
2746,Round 2,"Aliah University, New Town",Electrical Engineering,B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,Home State,Open,13963,17365
2747,Round 2,Jadavpur University,Electrical Engineering,B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,Home State,Open,530,878
2748,Round 2,Jadavpur University,Computer Science & Engineering,B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,Home State,OBC - B,430,595
2749,Round 2,Jadavpur University,Computer Science & Engineering,B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,Home State,Open,95,209
2750,Round 2,"Kalyani Goverment Engineering College, Kalyani, Nadia",Information Technology,B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,Home State,ST,20753,26277
2751,Round 2,"Kalyani Goverment Engineering College, Kalyani, Nadia",Information Technology (TFW),B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,Home State,Tuition Fee Waiver,1973,2125
2752,Round 2,"Kalyani Goverment Engineering College, Kalyani, Nadia",Mechanical Engineering,B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,Home State,OBC - A,12553,13381
2753,Round 2,"Kalyani Goverment Engineering College, Kalyani, Nadia",Mechanical Engineering,B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,Home State,OBC - B,5879,6505
2754,Round 2,"Kalyani Goverment Engineering College, Kalyani, Nadia",Mechanical Engineering,B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,Home State,Open,4765,5756
2755,Round 2,"Kalyani Goverment Engineering College, Kalyani, Nadia",Mechanical Engineering,B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,Home State,SC,13606,16175
2756,Round 2,"Kalyani Goverment Engineering College, Kalyani, Nadia",Mechanical Engineering,B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,Home State,ST,42306,43614
2757,Round 2,"Kalyani Goverment Engineering College, Kalyani, Nadia",Mechanical Engineering (TFW),B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,Home State,Tuition Fee Waiver,4664,4744
2758,Round 2,"Kalyani Goverment Engineering College, Kalyani, Nadia",Computer Science & Engineering,B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,Home State,OBC - A,4259,4785
2759,Round 2,"Kalyani Goverment Engineering College, Kalyani, Nadia",Computer Science & Engineering,B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,Home State,OBC - B,2669,2745
2760,Round 2,"Kalyani Goverment Engineering College, Kalyani, Nadia",Computer Science & Engineering,B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,Home State,Open,1364,1795
2761,Round 2,"Kalyani Goverment Engineering College, Kalyani, Nadia",Computer Science & Engineering,B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,Home State,SC,5436,5648
2762,Round 2,"Kalyani Goverment Engineering College, Kalyani, Nadia",Computer Science & Engineering,B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,Home State,ST,15759,20512
2763,Round 2,"Kalyani Goverment Engineering College, Kalyani, Nadia",Electronics & Communication Engineering,B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,Home State,OBC - A,7369,8812
2764,Round 2,"Kalyani Goverment Engineering College, Kalyani, Nadia",Electronics & Communication Engineering,B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,Home State,OBC - B,3965,4254
2765,Round 2,"Kalyani Goverment Engineering College, Kalyani, Nadia",Electronics & Communication Engineering,B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,Home State,Open,2500,3282
2766,Round 2,"Kalyani Goverment Engineering College, Kalyani, Nadia",Electronics & Communication Engineering,B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,Home State,SC,9552,10863
2767,Round 2,"Kalyani Goverment Engineering College, Kalyani, Nadia",Electronics & Communication Engineering,B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,Home State,ST,28773,33657
2768,Round 2,"Kalyani Goverment Engineering College, Kalyani, Nadia",Electronics & Communication Engineering (TFW),B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,Home State,Tuition Fee Waiver,2755,2755
2769,Round 2,"Ramkrishna Mahato Government Engineering College, Purulia",Civil Engineering,B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,Home State,OBC - A,35218,46625
2770,Round 2,"Ramkrishna Mahato Government Engineering College, Purulia",Civil Engineering,B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,Home State,OBC - B,31857,34168
2771,Round 2,"Ramkrishna Mahato Government Engineering College, Purulia",Civil Engineering,B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,Home State,Open,20746,27400
2772,Round 2,"Ramkrishna Mahato Government Engineering College, Purulia",Civil Engineering,B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,Home State,SC,31004,40068
2773,Round 2,"Ramkrishna Mahato Government Engineering College, Purulia",Civil Engineering,B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,Home State,ST,95768,95768
2774,Round 2,"Ramkrishna Mahato Government Engineering College, Purulia",Civil Engineering (TFW),B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,Home State,Tuition Fee Waiver,20961,24881
2775,Round 2,"Ramkrishna Mahato Government Engineering College, Purulia",Electrical Engineering,B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,Home State,OBC - A,27833,36662
2776,Round 2,"Ramkrishna Mahato Government Engineering College, Purulia",Electrical Engineering,B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,Home State,OBC - B,18861,20050
2777,Round 2,"Ramkrishna Mahato Government Engineering College, Purulia",Electrical Engineering,B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,Home State,Open,12994,17833
2778,Round 2,"Ramkrishna Mahato Government Engineering College, Purulia",Electrical Engineering,B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,Home State,SC,23406,31464
2779,Round 2,"Ramkrishna Mahato Government Engineering College, Purulia",Electrical Engineering,B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,Home State,ST,72169,87136
2780,Round 2,"Ramkrishna Mahato Government Engineering College, Purulia",Electrical Engineering (TFW),B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,Home State,Tuition Fee Waiver,10493,11241
2781,Round 2,"Ramkrishna Mahato Government Engineering College, Purulia",Mechanical Engineering,B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,Home State,OBC - A,36975,43110
2782,Round 2,"Ramkrishna Mahato Government Engineering College, Purulia",Mechanical Engineering,B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,Home State,OBC - B,26162,27263
2783,Round 2,"Ramkrishna Mahato Government Engineering College, Purulia",Mechanical Engineering,B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,Home State,Open,16301,25696
2784,Round 2,"Ramkrishna Mahato Government Engineering College, Purulia",Mechanical Engineering,B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,Home State,SC,28442,37471
2785,Round 2,"Ramkrishna Mahato Government Engineering College, Purulia",Mechanical Engineering,B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,Home State,ST,89042,89042
2786,Round 2,"Ramkrishna Mahato Government Engineering College, Purulia",Mechanical Engineering (TFW),B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,Home State,Tuition Fee Waiver,12679,12679
2787,Round 2,"Ramkrishna Mahato Government Engineering College, Purulia",Computer Science & Engineering,B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,Home State,OBC - A,16204,16204
2788,Round 2,"Ramkrishna Mahato Government Engineering College, Purulia",Computer Science & Engineering,B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,Home State,OBC - B,7678,8414
2789,Round 2,"Ramkrishna Mahato Government Engineering College, Purulia",Computer Science & Engineering,B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,Home State,Open,6796,7669
2790,Round 2,"Ramkrishna Mahato Government Engineering College, Purulia",Computer Science & Engineering,B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,Home State,Open (PwD),86007,86007
2791,Round 2,"Ramkrishna Mahato Government Engineering College, Purulia",Computer Science & Engineering,B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,Home State,SC,16068,17931
2792,Round 2,"Ramkrishna Mahato Government Engineering College, Purulia",Computer Science & Engineering,B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,Home State,ST,47883,49078
2793,Round 2,"Ramkrishna Mahato Government Engineering College, Purulia",Computer Science & Engineering - TFW,B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,Home State,Tuition Fee Waiver,5130,5932
2794,Round 2,"Ramkrishna Mahato Government Engineering College, Purulia",Electronics & Communication Engineering,B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,Home State,OBC - A,20492,21724
2795,Round 2,"Ramkrishna Mahato Government Engineering College, Purulia",Electronics & Communication Engineering,B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,Home State,OBC - B,11737,11958
2796,Round 2,"Ramkrishna Mahato Government Engineering College, Purulia",Electronics & Communication Engineering,B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,Home State,Open,8873,11650
2797,Round 2,"Ramkrishna Mahato Government Engineering College, Purulia",Electronics & Communication Engineering,B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,Home State,SC,19858,23114
2798,Round 2,"Ramkrishna Mahato Government Engineering College, Purulia",Electronics & Communication Engineering,B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,Home State,ST,70191,70191
2799,Round 2,"Ramkrishna Mahato Government Engineering College, Purulia",Electronics & Communication Engineering (TFW),B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,Home State,Tuition Fee Waiver,8005,9765
2800,Round 2,"Ghani Khan Choudhury Institute of Engineering & Technology, Malda",Electrical Engineering,B.E/B.Tech (JEE(Main) Seats),JEE(Main) Seats,All India,Open,81330,87800
2801,Round 2,"Ghani Khan Choudhury Institute of Engineering & Technology, Malda",Electrical Engineering,B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,All India,Open,11017,16182
2802,Round 2,"Ghani Khan Choudhury Institute of Engineering & Technology, Malda",Electrical Engineering,B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,Home State,OBC - A,37515,37555
2803,Round 2,"Ghani Khan Choudhury Institute of Engineering & Technology, Malda",Electrical Engineering,B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,Home State,OBC - B,17640,21608
2804,Round 2,"Ghani Khan Choudhury Institute of Engineering & Technology, Malda",Electrical Engineering,B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,Home State,SC,28441,32348
2805,Round 2,"Ghani Khan Choudhury Institute of Engineering & Technology, Malda",Electrical Engineering,B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,Home State,ST,73784,73784
2806,Round 2,"Ghani Khan Choudhury Institute of Engineering & Technology, Malda",Electrical Engineering (TFW),B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,Home State,Tuition Fee Waiver,15123,15123
2807,Round 2,"Ghani Khan Choudhury Institute of Engineering & Technology, Malda",Mechanical Engineering,B.E/B.Tech (JEE(Main) Seats),JEE(Main) Seats,All India,Open,98660,106931
2808,Round 2,"Ghani Khan Choudhury Institute of Engineering & Technology, Malda",Mechanical Engineering,B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,All India,Open,15492,23226
2809,Round 2,"Ghani Khan Choudhury Institute of Engineering & Technology, Malda",Mechanical Engineering,B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,Home State,OBC - A,37041,39070
2810,Round 2,"Ghani Khan Choudhury Institute of Engineering & Technology, Malda",Mechanical Engineering,B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,Home State,OBC - B,25769,25954
2811,Round 2,"Ghani Khan Choudhury Institute of Engineering & Technology, Malda",Mechanical Engineering,B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,Home State,SC,34562,40309
2812,Round 2,"Ghani Khan Choudhury Institute of Engineering & Technology, Malda",Mechanical Engineering (TFW),B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,Home State,Tuition Fee Waiver,16877,21070
2813,Round 2,"Ghani Khan Choudhury Institute of Engineering & Technology, Malda",Food Technology,B.E/B.Tech (JEE(Main) Seats),JEE(Main) Seats,All India,Open,177301,205376
2814,Round 2,"Ghani Khan Choudhury Institute of Engineering & Technology, Malda",Food Technology,B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,All India,Open,22123,31948
2815,Round 2,"Ghani Khan Choudhury Institute of Engineering & Technology, Malda",Food Technology,B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,Home State,OBC - A,43867,53282
2816,Round 2,"Ghani Khan Choudhury Institute of Engineering & Technology, Malda",Food Technology,B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,Home State,OBC - B,33580,37222
2817,Round 2,"Ghani Khan Choudhury Institute of Engineering & Technology, Malda",Food Technology,B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,Home State,SC,34947,43112
2818,Round 2,"Ghani Khan Choudhury Institute of Engineering & Technology, Malda",Civil And Environmental Engineering,B.E/B.Tech (JEE(Main) Seats),JEE(Main) Seats,All India,Open,147598,171140
2819,Round 2,Jadavpur University,Electrical Engineering,B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,All India,Open,316,503
2820,Round 2,"Ghani Khan Choudhury Institute of Engineering & Technology, Malda",Civil And Environmental Engineering,B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,All India,Open,22772,31504
2821,Round 2,"Ghani Khan Choudhury Institute of Engineering & Technology, Malda",Civil And Environmental Engineering,B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,Home State,OBC - A,49346,49421
2822,Round 2,"Ghani Khan Choudhury Institute of Engineering & Technology, Malda",Civil And Environmental Engineering,B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,Home State,OBC - B,37590,38486
2823,Round 2,"Ghani Khan Choudhury Institute of Engineering & Technology, Malda",Civil And Environmental Engineering,B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,Home State,SC,41197,46095
2824,Round 2,"Ghani Khan Choudhury Institute of Engineering & Technology, Malda",Civil And Environmental Engineering,B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,Home State,ST,78104,78104
2825,Round 2,"Ghani Khan Choudhury Institute of Engineering & Technology, Malda",Computer Science & Engineering (Artificial Intelligence And Machine Learning),B.E/B.Tech (JEE(Main) Seats),JEE(Main) Seats,All India,Open,55939,82489
2826,Round 2,"Ghani Khan Choudhury Institute of Engineering & Technology, Malda",Computer Science & Engineering (Artificial Intelligence And Machine Learning),B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,All India,Open,6669,9998
2827,Round 2,"Ghani Khan Choudhury Institute of Engineering & Technology, Malda",Computer Science & Engineering (Artificial Intelligence And Machine Learning),B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,Home State,OBC - A,20741,20956
2828,Round 2,"Ghani Khan Choudhury Institute of Engineering & Technology, Malda",Computer Science & Engineering (Artificial Intelligence And Machine Learning),B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,Home State,OBC - B,11506,11506
2829,Round 2,"Ghani Khan Choudhury Institute of Engineering & Technology, Malda",Computer Science & Engineering (Artificial Intelligence And Machine Learning),B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,Home State,SC,21322,23834
2830,Round 2,"Abacus Institute of Engineering & Management, Mogra, Hooghly",Civil Engineering,B.E/B.Tech (JEE(Main) Seats),JEE(Main) Seats,All India,Open,387974,711758
2831,Round 2,"Abacus Institute of Engineering & Management, Mogra, Hooghly",Electrical Engineering,B.E/B.Tech (JEE(Main) Seats),JEE(Main) Seats,All India,Open,445831,445831
2832,Round 2,"Abacus Institute of Engineering & Management, Mogra, Hooghly",Computer Science & Engineering,B.E/B.Tech (JEE(Main) Seats),JEE(Main) Seats,All India,Open,212816,432015
2833,Round 2,"Abacus Institute of Engineering & Management, Mogra, Hooghly",Computer Science & Engineering,B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,All India,Open,44584,91422
2834,Round 2,"Abacus Institute of Engineering & Management, Mogra, Hooghly",Computer Science & Engineering - TFW,B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,Home State,Tuition Fee Waiver,24104,30572
2835,Round 2,"Abacus Institute of Engineering & Management, Mogra, Hooghly",Electronics & Communication Engineering,B.E/B.Tech (JEE(Main) Seats),JEE(Main) Seats,All India,Open,537794,537794
2836,Round 2,"Academy of Technology, Adisaptagram, Hooghly",Electrical & Electronics Engineering,B.E/B.Tech (JEE(Main) Seats),JEE(Main) Seats,All India,Open,165795,264098
2837,Round 2,"Academy of Technology, Adisaptagram, Hooghly",Electrical & Electronics Engineering,B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,All India,Open,45700,71848
