Sr.No,Round,Institute,Program,Stream,Quota,Category,Opening Rank,Closing Rank
374,Round 1,Uttar Banga Krishi Viswa Vidyalaya,Agricultural Engineering,B.E/B. Tech,Home State,SC,11321,13829
375,Round 1,Jadavpur University,Construction Engineering,B.E/B. Tech,Home State,SC,7420,8328
376,Round 1,"Asansol Engineering College, Asansol, Burdwan",Computer Science & Engineering (Internet Of Things And Cyber Security Including Block Chain Technology) (TFW),B.E/B. Tech,Home State,Tuition Fee Waiver,12719,25032
377,Round 1,Jadavpur University,Construction Engineering,B.E/B. Tech,Home State,OBC - A,5810,7110
378,Round 1,Jadavpur University,Construction Engineering,B.E/B. Tech,All India,Open,577,675
379,Round 1,"University of Kalyani, Science Instrumentation Centre",Electronics And Instrumentation Engineering,B.E/B. Tech,Home State,SC,11802,13729
380,Round 1,Jadavpur University,Construction Engineering,B.E/B. Tech,Home State,OBC - B,2169,2577
381,Round 1,Jadavpur University,Construction Engineering,B.E/B. Tech,Home State,Open (PwD),41122,41122
382,Round 1,Jadavpur University,Construction Engineering,B.E/B. Tech,Home State,Open,1248,1618
383,Round 1,"University of Kalyani, Science Instrumentation Centre",Electronics And Instrumentation Engineering,B.E/B. Tech,All India,Open,1096,4352
385,Round 1,"Kaji Nazrul University, Asansol",Computer Science & Engineering (Data Science),B.E/B. Tech,Home State,Open (PwD),76953,76953
386,Round 1,"Kaji Nazrul University, Asansol",Computer Science & Engineering (Data Science),B.E/B. Tech,Home State,SC,10652,17636
387,Round 1,"Kaji Nazrul University, Asansol",Computer Science & Engineering (Data Science),B.E/B. Tech,Home State,ST,45551,56735
389,Round 1,"Heritage Institute of Technology, Kolkata",Biotechnology (TFW),B.E/B. Tech,Home State,Tuition Fee Waiver,5578,7237
390,Round 1,"Narula Institute of Technology, Agarpara, Kolkata",Computer Science & Engineering (Artificial Intelligence And Machine Learning) (TFW),B.E/B. Tech,Home State,Tuition Fee Waiver,12135,17667
391,Round 1,"Heritage Institute of Technology, Kolkata",Computer Science & Engineering (Data Science),B.E/B. Tech,Home State,ST,49807,49807
392,Round 1,"Heritage Institute of Technology, Kolkata",Computer Science & Engineering (Data Science),B.E/B. Tech,Home State,SC,7371,7371
393,Round 1,"Bengal Institute of Technology, Dhapa, Kolkata",Computer Science & Engineering (Artificial Intelligence And Machine Learning) (TFW),B.E/B. Tech,Home State,Tuition Fee Waiver,19429,20341
394,Round 1,"Heritage Institute of Technology, Kolkata",Computer Science & Engineering (Artificial Intelligence And Machine Learning) (TFW),B.E/B. Tech,Home State,Tuition Fee Waiver,972,3984
395,Round 1,"Heritage Institute of Technology, Kolkata",Computer Science & Engineering (Data Science),B.E/B. Tech,All India,Open,2147,5280
396,Round 1,University Of Calcutta,Computer Science & Engineering,B.E/B. Tech,Home State,OBC - B,1049,1049
397,Round 1,"Kalyani Goverment Engineering College, Kalyani, Nadia",Mechanical Engineering,B.E/B. Tech,Home State,SC,7465,9950
398,Round 1,"Kalyani Goverment Engineering College, Kalyani, Nadia",Computer Science & Engineering,B.E/B. Tech,Home State,ST,4839,9861
399,Round 1,"Maulana Abul Kalam Azad University of Technology, West Bengal",Computer Science & Engineering,B.E/B. Tech,Home State,ST,11234,32023
400,Round 1,University Of Calcutta,Computer Science & Engineering,B.E/B. Tech,Home State,ST,7296,7296
401,Round 1,"Heritage Institute of Technology, Kolkata",Computer Science & Engineering,B.E/B. Tech,Home State,SC,3768,3768
402,Round 1,"Goverment College of Engineering and Leather Technology, Kolkata",Computer Science & Engineering,B.E/B. Tech,Home State,ST,16131,39798
403,Round 1,"Heritage Institute of Technology, Kolkata",Mechanical Engineering,B.E/B. Tech,Home State,SC,19531,19531
404,Round 1,"Hooghly Engineering & Technology College, Hooghly",Computer Science & Engineering,B.E/B. Tech,All India,Open,6702,33620
405,Round 1,"Narula Institute of Technology, Agarpara, Kolkata",Computer Science & Technology - TFW,B.E/B. Tech,Home State,Tuition Fee Waiver,7991,14624
406,Round 1,"Goverment College of Engineering and Leather Technology, Kolkata",Computer Science & Engineering,B.E/B. Tech,Home State,Open,1800,3608
407,Round 1,"Goverment College of Engineering and Leather Technology, Kolkata",Computer Science & Engineering,B.E/B. Tech,Home State,Open (PwD),18911,25367
408,Round 1,"Goverment College of Engineering and Leather Technology, Kolkata",Computer Science & Engineering,B.E/B. Tech,Home State,SC,5492,9190
410,Round 1,"Govt. College of Engineering & Textile Technology, Serampore",Information Technology,B.E/B. Tech,Home State,OBC - A,11103,12708
411,Round 1,"Govt. College of Engineering & Textile Technology, Serampore",Information Technology,B.E/B. Tech,Home State,Open,4443,5603
412,Round 1,"Govt. College of Engineering & Textile Technology, Serampore",Apparel & Production Management,B.E/B. Tech,Home State,Open,13172,19607
413,Round 1,"Goverment College of Engineering and Leather Technology, Kolkata",Information Technology,B.E/B. Tech,Home State,OBC - B,4719,4875
414,Round 1,"Guru Nanak Institute of Technology, Panihati, Sodepur",Information Technology,B.E/B. Tech,All India,Open,1891,31340
415,Round 1,"Narula Institute of Technology, Agarpara, Kolkata",Information Technology,B.E/B. Tech,All India,Open,1316,22718
417,Round 1,"Heritage Institute of Technology, Kolkata",Information Technology,B.E/B. Tech,Home State,SC,6395,6395
419,Round 1,"Guru Nanak Institute of Technology, Panihati, Sodepur",Information Technology,B.E/B. Tech,Home State,SC,31835,34597
420,Round 1,"Guru Nanak Institute of Technology, Panihati, Sodepur",Information Technology,B.E/B. Tech,Home State,ST,73243,73243
421,Round 1,"Goverment College of Engineering and Leather Technology, Kolkata",Information Technology,B.E/B. Tech,Home State,OBC - A,6493,11167
422,Round 1,"Techno International New Town, Rajarhat, New Town",Civil Engineering,B.E/B. Tech,All India,Open,31750,77792
423,Round 1,"Bengal College of Engineering & Technology, Durgapur",Civil Engineering,B.E/B. Tech,All India,Open,37402,78241
424,Round 1,"Nshm Knowledge Campus, Kolkata Group of Institutions, Kolkata",B.Pharm/Pharmaceutical Technology (TFW),B. Pharma,Home State,Tuition Fee Waiver,1273,5234
425,Round 1,"Jalpaiguri Goverment Engineering College,Jalpaiguri",Civil Engineering,B.E/B. Tech,Home State,Open,2629,5733
426,Round 1,"Jalpaiguri Goverment Engineering College,Jalpaiguri",Civil Engineering,B.E/B. Tech,Home State,ST,31499,36985
427,Round 1,"Jalpaiguri Goverment Engineering College,Jalpaiguri",Civil Engineering,B.E/B. Tech,Home State,OBC - B,6018,7041
428,Round 1,"Budge Budge Institute of Technology, Budge-Budge",Civil Engineering,B.E/B. Tech,All India,Open,26007,65367
429,Round 1,"Jalpaiguri Goverment Engineering College,Jalpaiguri",Civil Engineering,B.E/B. Tech,Home State,OBC - A,14690,17037
430,Round 1,Swami Vivekananda University,Civil Engineering,B.E/B. Tech,All India,Open,17528,62448
431,Round 1,"St. Mary's Technical Campus Kolkata, Barasat",Civil Engineering,B.E/B. Tech,All India,Open,72618,72618
432,Round 1,"Jalpaiguri Goverment Engineering College,Jalpaiguri",Civil Engineering,B.E/B. Tech,Home State,SC,8252,12095
433,Round 1,"Jalpaiguri Goverment Engineering College,Jalpaiguri",Civil Engineering,B.E/B. Tech,Home State,Open (PwD),71070,71070
434,Round 1,"Haldia Institute of Technology, Haldia, Purba Medinipur",Civil Engineering,B.E/B. Tech,All India,Open,15688,77580
435,Round 1,"Kaji Nazrul University, Asansol",Mining Engineering,B.E/B. Tech,All India,Open,2238,16676
436,Round 1,"Govt. College of Engineering & Textile Technology, Serampore",Information Technology (TFW),B.E/B. Tech,Home State,Tuition Fee Waiver,4706,4957
437,Round 1,"Heritage Institute of Technology, Kolkata",Electrical Engineering (TFW),B.E/B. Tech,Home State,Tuition Fee Waiver,6829,8499
438,Round 1,University Of Calcutta,Electrical Engineering,B.E/B. Tech,Home State,SC,3226,5647
439,Round 1,"Goverment College of Engineering and Leather Technology, Kolkata",Leather Technology (TFW),B.E/B. Tech,Home State,Tuition Fee Waiver,4810,4810
440,Round 1,"Bengal Institute of Technology, Dhapa, Kolkata",Information Technology (TFW),B.E/B. Tech,Home State,Tuition Fee Waiver,18998,20359
441,Round 1,"Guru Nanak Institute of Technology, Panihati, Sodepur",Electrical Engineering (TFW),B.E/B. Tech,Home State,Tuition Fee Waiver,25161,25161
442,Round 1,"Goverment College of Engineering and Leather Technology, Kolkata",Information Technology (TFW),B.E/B. Tech,Home State,Tuition Fee Waiver,3368,3526
443,Round 1,"Heritage Institute of Technology, Kolkata",Information Technology (TFW),B.E/B. Tech,Home State,Tuition Fee Waiver,2892,3008
444,Round 1,"Narula Institute of Technology, Agarpara, Kolkata",Information Technology (TFW),B.E/B. Tech,Home State,Tuition Fee Waiver,11235,12648
446,Round 1,"Guru Nanak Institute of Technology, Panihati, Sodepur",Information Technology (TFW),B.E/B. Tech,Home State,Tuition Fee Waiver,15081,17893
447,Round 1,"Gargi Memorial Institute of Technology, Baruipur, Kolkata",Electrical Engineering (TFW),B.E/B. Tech,Home State,Tuition Fee Waiver,28919,30837
448,Round 1,University Of Calcutta,Electronics & Communication Engineering,B.E/B. Tech,Home State,ST,21573,21573
449,Round 1,"Kalyani Goverment Engineering College, Kalyani, Nadia",Electronics & Communication Engineering,B.E/B. Tech,Home State,OBC - B,1797,2037
450,Round 1,"Kalyani Goverment Engineering College, Kalyani, Nadia",Electronics & Communication Engineering,B.E/B. Tech,Home State,OBC - A,5809,7866
451,Round 1,"Camellia Institute of Engineering and Technology, Bud Bud, Burdwan",Electronics & Communication Engineering,B.E/B. Tech,All India,Open,75099,75099
452,Round 1,"Mckv Institute of Engineering, Liluah, Howrah",Electronics & Communication Engineering,B.E/B. Tech,All India,Open,28615,46854
453,Round 1,University Of Calcutta,Electronics & Communication Engineering,B.E/B. Tech,Home State,OBC - A,4624,4624
454,Round 1,University Of Calcutta,Electronics & Communication Engineering,B.E/B. Tech,Home State,OBC - B,1227,1227
455,Round 1,"Bankura Unnayani Institute of Engineering, Bankura",Electronics & Communication Engineering,B.E/B. Tech,All India,Open,35366,73623
457,Round 1,"University Institute of Technology, Burdwan (Self Financing Course)",Electronics & Communication Engineering,B.E/B. Tech,Home State,SC,16295,21038
458,Round 1,"Imps College of Engineering & Technology, Malda",Electronics & Communication Engineering,B.E/B. Tech,All India,Open,10322,77207
459,Round 1,"Camellia Institute of Technology & Management, Bainchi, Hooghly",Electronics & Communication Engineering,B.E/B. Tech,All India,Open,62853,62853
461,Round 1,"Techno Main Salt Lake, Sector-V, Salt Lake",Computer Science & Engineering (Data Science),B.E/B. Tech,All India,Open,4316,9340
462,Round 1,"Techno Main Salt Lake, Sector-V, Salt Lake",Computer Science & Engineering (Artificial Intelligence And Machine Learning) (TFW),B.E/B. Tech,Home State,Tuition Fee Waiver,5033,6437
463,Round 1,"Supreme Knowledge Foundation Group of Institutions, Mankundu, Hooghly",Computer Science & Engineering (Artificial Intelligence And Machine Learning) (TFW),B.E/B. Tech,Home State,Tuition Fee Waiver,24197,24197
464,Round 1,"Dr.Sudhir Chandra Sur Institute of Technology and Sports Complex, Dum Dum",Computer Science & Engineering (Artificial Intelligence And Machine Learning) (TFW),B.E/B. Tech,Home State,Tuition Fee Waiver,18801,24710
465,Round 1,"Dr.Sudhir Chandra Sur Institute of Technology and Sports Complex, Dum Dum",Automobile Engineering,B.E/B. Tech,All India,Open,25098,80053
466,Round 1,"Sister Nivedita University, New Town",Computer Science & Engineering (Artificial Intelligence And Machine Learning) (TFW),B.E/B. Tech,Home State,Tuition Fee Waiver,16560,22151
467,Round 1,"Siliguri Institute of Technology, Siliguri",Computer Science & Engineering (Artificial Intelligence And Machine Learning) (TFW),B.E/B. Tech,Home State,Tuition Fee Waiver,25706,30546
468,Round 1,"Dr. B. C. Roy Engineering College, Durgapur",Computer Science & Engineering (Data Science),B.E/B. Tech,All India,Open,13144,39172
469,Round 1,"Dr. B. C. Roy Engineering College, Durgapur",Computer Science & Engineering (Artificial Intelligence And Machine Learning) (TFW),B.E/B. Tech,Home State,Tuition Fee Waiver,12858,12858
470,Round 1,"University of Kalyani, Science Instrumentation Centre",Electronics And Instrumentation Engineering,B.E/B. Tech,Home State,OBC - A,15002,18423
471,Round 1,Jadavpur University,Construction Engineering,B.E/B. Tech,Home State,ST,22748,27732
472,Round 1,"University of Kalyani, Science Instrumentation Centre",Electronics And Instrumentation Engineering,B.E/B. Tech,Home State,OBC - B,6442,6516
473,Round 1,"University of Kalyani, Science Instrumentation Centre",Electronics And Instrumentation Engineering,B.E/B. Tech,Home State,ST,50422,54870
474,Round 1,"Guru Nanak Institute of Technology, Panihati, Sodepur",Computer Science & Engineering,B.E/B. Tech,Home State,SC,22421,26335
475,Round 1,"Heritage Institute of Technology, Kolkata",Mechanical Engineering,B.E/B. Tech,Home State,ST,47515,47515
476,Round 1,"Sanaka Education Trusts Group of Institutions, Durgapur, Burdwan",Computer Science & Engineering,B.E/B. Tech,Home State,SC,63325,63325
477,Round 1,"Hooghly Engineering & Technology College, Hooghly",Mechanical Engineering,B.E/B. Tech,All India,Open,3495,71857
478,Round 1,"Sanaka Education Trusts Group of Institutions, Durgapur, Burdwan",Computer Science & Engineering,B.E/B. Tech,Home State,OBC - B,58497,71313
480,Round 1,"Narula Institute of Technology, Agarpara, Kolkata",Electronics And Instrumentation Engineering (TFW),B.E/B. Tech,Home State,Tuition Fee Waiver,26937,26937
481,Round 1,"Greater Kolkata College of Engineering & Management, Baruipur",Computer Science & Engineering,B.E/B. Tech,All India,Open,18740,77236
482,Round 1,"Rcc Institute of Information Technology, Kolkata",Computer Science & Engineering,B.E/B. Tech,All India,Open,2922,11792
483,Round 1,Swami Vivekananda University,Computer Science & Engineering,B.E/B. Tech,All India,Open,9760,35361
484,Round 1,"Bengal College of Engineering & Technology, Durgapur",Computer Science & Engineering,B.E/B. Tech,All India,Open,5566,38185
485,Round 1,"Budge Budge Institute of Technology, Budge-Budge",Computer Science & Engineering (Cyber Security),B.E/B. Tech,All India,Open,19095,47561
486,Round 1,"Haldia Institute of Technology, Haldia, Purba Medinipur",Computer Science & Engineering (Cyber Security),B.E/B. Tech,All India,Open,1386,12538
487,Round 1,"Bengal College of Engineering & Technology, Durgapur",Electrical Engineering,B.E/B. Tech,All India,Open,27437,79808
488,Round 1,"Haldia Institute of Technology, Haldia, Purba Medinipur",Electrical Engineering,B.E/B. Tech,All India,Open,8000,39714
489,Round 1,"Kalyani Goverment Engineering College, Kalyani, Nadia",Electrical Engineering,B.E/B. Tech,Home State,OBC - B,2462,2933
490,Round 1,"Kalyani Goverment Engineering College, Kalyani, Nadia",Electrical Engineering,B.E/B. Tech,Home State,OBC - A,7560,8857
491,Round 1,"Camellia Institute of Engineering and Technology, Bud Bud, Burdwan",Electrical Engineering,B.E/B. Tech,All India,Open,24186,59784
492,Round 1,"Mckv Institute of Engineering, Liluah, Howrah",Electrical Engineering,B.E/B. Tech,All India,Open,9153,67278
493,Round 1,University Of Calcutta,Electrical Engineering,B.E/B. Tech,Home State,OBC - A,4649,4649
494,Round 1,University Of Calcutta,Electrical Engineering,B.E/B. Tech,All India,Open,727,1186
495,Round 1,University Of Calcutta,Electrical Engineering,B.E/B. Tech,Home State,ST,23635,23635
496,Round 1,"Kalyani Goverment Engineering College, Kalyani, Nadia",Electrical Engineering,B.E/B. Tech,Home State,Open,993,2197
497,Round 1,University Of Calcutta,Electrical Engineering,B.E/B. Tech,Home State,OBC - B,1783,1783
498,Round 1,"Kalyani Goverment Engineering College, Kalyani, Nadia",Electrical Engineering,B.E/B. Tech,Home State,OBC - B (PwD),76541,76541
499,Round 1,"St. Thomas College of Engineering & Technology, Khidirpur, Kolkata",Electrical Engineering,B.E/B. Tech,All India,Open,8186,61156
500,Round 1,University Of Calcutta,"Ceramic Engineering, Oil Technology, Petrochem & Petro Refinery Engg, Pharmaceutical & Fine Chemical Technology - TFW",B.E/B. Tech,Home State,Tuition Fee Waiver,4086,4086
501,Round 1,"Techno Main Salt Lake, Sector-V, Salt Lake",Electrical Engineering (TFW),B.E/B. Tech,Home State,Tuition Fee Waiver,10890,15489
502,Round 1,"Techno Main Salt Lake, Sector-V, Salt Lake",Information Technology (TFW),B.E/B. Tech,Home State,Tuition Fee Waiver,4434,4898
503,Round 1,"Govt. College of Engg. & Textile Technology, Berhampore",Electrical Engineering (TFW),B.E/B. Tech,Home State,Tuition Fee Waiver,7284,7284
504,Round 1,"Jis College of Engineering, Kalyani, Nadia",Information Technology (TFW),B.E/B. Tech,Home State,Tuition Fee Waiver,16145,20039
506,Round 1,"Academy of Technology, Adisaptagram, Hooghly",Electrical Engineering (TFW),B.E/B. Tech,Home State,Tuition Fee Waiver,15157,20114
507,Round 1,"Seacom Engineering College, Sankrail, Howrah",Electrical Engineering (TFW),B.E/B. Tech,Home State,Tuition Fee Waiver,29624,33049
508,Round 1,"B.P. Poddar Institute of Management & Technology, Kolkata",Information Technology (TFW),B.E/B. Tech,Home State,Tuition Fee Waiver,7945,10456
509,Round 1,"College of Engineering and Management, Kolaghat",Information Technology (TFW),B.E/B. Tech,Home State,Tuition Fee Waiver,14564,17561
510,Round 1,"Govt. College of Engineering & Ceramic Technology, Kolkata",Information Technology (TFW),B.E/B. Tech,Home State,Tuition Fee Waiver,3251,3457
511,Round 1,"Ramkrishna Mahato Government Engineering College, Purulia",Electrical Engineering (TFW),B.E/B. Tech,Home State,Tuition Fee Waiver,5717,7242
512,Round 1,"Dr. B. C. Roy Engineering College, Durgapur",Information Technology (TFW),B.E/B. Tech,Home State,Tuition Fee Waiver,11363,14174
513,Round 1,Jadavpur University,Mechanical Engineering,B.E/B. Tech,Home State,ST,5284,15008
514,Round 1,University Of Calcutta,Polymer Science & Technology (TFW),B.E/B. Tech,Home State,Tuition Fee Waiver,4499,4499
515,Round 1,"Institute of Pharmacy, Jalpaiguri",B.Pharm/Pharmaceutical Technology,B. Pharma,Home State,OBC - B,3242,4175
516,Round 1,"Institute of Pharmacy, Jalpaiguri",B.Pharm/Pharmaceutical Technology,B. Pharma,Home State,ST,28615,37487
517,Round 1,"Institute of Pharmacy, Jalpaiguri",B.Pharm/Pharmaceutical Technology,B. Pharma,Home State,SC,3099,5660
518,Round 1,"Institute of Pharmacy, Jalpaiguri",B.Pharm/Pharmaceutical Technology,B. Pharma,Home State,OBC - A,3827,4798
519,Round 1,"Institute of Pharmacy, Jalpaiguri",B.Pharm/Pharmaceutical Technology,B. Pharma,Home State,Open,362,2980
520,Round 1,"Bengal School of Technology, Sugandha, Hooghly",B.Pharm/Pharmaceutical Technology,B. Pharma,Home State,OBC - A,20109,21849
521,Round 1,"Bengal School of Technology, Sugandha, Hooghly",B.Pharm/Pharmaceutical Technology,B. Pharma,Home State,SC,20012,24461
522,Round 1,"Bengal School of Technology, Sugandha, Hooghly",B.Pharm/Pharmaceutical Technology,B. Pharma,All India,Open,3339,20005
523,Round 1,"Bengal School of Technology, Sugandha, Hooghly",B.Pharm/Pharmaceutical Technology,B. Pharma,Home State,ST,46090,46090
524,Round 1,"Bengal School of Technology, Sugandha, Hooghly",B.Pharm/Pharmaceutical Technology,B. Pharma,Home State,OBC - B,21578,22042
525,Round 1,"Hemnalini Memorial College of Engineering, Haringhata",Civil And Environmental Engineering,B.E/B. Tech,All India,Open,72508,72508
526,Round 1,"Nshm Knowledge Campus, Kolkata Group of Institutions, Kolkata",B.Pharm/Pharmaceutical Technology,B. Pharma,Home State,OBC - A,11737,14362
527,Round 1,"Bengal Institute of Technology, Dhapa, Kolkata",Information Technology,B.E/B. Tech,All India,Open,15055,52006
528,Round 1,"Heritage Institute of Technology, Kolkata",Information Technology,B.E/B. Tech,All India,Open,1375,4138
529,Round 1,"Guru Nanak Institute of Technology, Panihati, Sodepur",Information Technology,B.E/B. Tech,Home State,OBC - A,32968,32968
530,Round 1,Jadavpur University,Computer Science & Engineering,B.E/B. Tech,Home State,ST,364,2963
531,Round 1,"Goverment College of Engineering and Leather Technology, Kolkata",Information Technology,B.E/B. Tech,Home State,Open (PwD),61008,61008
532,Round 1,"Goverment College of Engineering and Leather Technology, Kolkata",Information Technology,B.E/B. Tech,Home State,ST,12306,14986
533,Round 1,"Heritage Institute of Technology, Kolkata",Information Technology,B.E/B. Tech,Home State,ST,29635,29635
534,Round 1,"Goverment College of Engineering and Leather Technology, Kolkata",Information Technology,B.E/B. Tech,Home State,Open,3588,4604
535,Round 1,"Goverment College of Engineering and Leather Technology, Kolkata",Information Technology,B.E/B. Tech,Home State,SC,10209,11576
536,Round 1,"Techno Main Salt Lake, Sector-V, Salt Lake",Information Technology,B.E/B. Tech,All India,Open,5054,7220
537,Round 1,"Jis College of Engineering, Kalyani, Nadia",Information Technology,B.E/B. Tech,Home State,OBC - A,48214,48214
538,Round 1,"Jis College of Engineering, Kalyani, Nadia",Information Technology,B.E/B. Tech,Home State,ST,38638,38638
539,Round 1,"Jis College of Engineering, Kalyani, Nadia",Information Technology,B.E/B. Tech,Home State,SC,40080,45332
540,Round 1,"Jis College of Engineering, Kalyani, Nadia",Information Technology,B.E/B. Tech,All India,Open,6487,36783
541,Round 1,"Meghnad Saha Institute of Technology, Kolkata",Computer Science & Engineering (Cyber Security),B.E/B. Tech,All India,Open,8179,29384
542,Round 1,Swami Vivekananda University,Computer Science & Engineering,B.E/B. Tech,Home State,OBC - B,37106,67154
543,Round 1,"Jalpaiguri Goverment Engineering College,Jalpaiguri",Computer Science & Engineering,B.E/B. Tech,Home State,OBC - A,3013,6148
544,Round 1,Swami Vivekananda University,Computer Science & Engineering,B.E/B. Tech,Home State,OBC - A,59701,74302
545,Round 1,"Jalpaiguri Goverment Engineering College,Jalpaiguri",Mechanical Engineering,B.E/B. Tech,Home State,OBC - B,4522,6014
546,Round 1,"Budge Budge Institute of Technology, Budge-Budge",Computer Science & Engineering,B.E/B. Tech,Home State,OBC - B,41073,51256
547,Round 1,"Jalpaiguri Goverment Engineering College,Jalpaiguri",Mechanical Engineering,B.E/B. Tech,Home State,ST,38669,39775
548,Round 1,"Rcc Institute of Information Technology, Kolkata",Computer Science & Engineering,B.E/B. Tech,Home State,Open (PwD),41607,59888
549,Round 1,"Bengal College of Engineering & Technology, Durgapur",Mechanical Engineering,B.E/B. Tech,All India,Open,26564,76615
550,Round 1,"Cooch Behar Government Engineering College, Cooch Behar",Mechanical Engineering,B.E/B. Tech,Home State,SC,13356,18511
551,Round 1,"Cooch Behar Government Engineering College, Cooch Behar",Mechanical Engineering,B.E/B. Tech,Home State,ST,58767,61231
552,Round 1,"Cooch Behar Government Engineering College, Cooch Behar",Computer Science & Engineering,B.E/B. Tech,Home State,OBC - B,5645,6547
553,Round 1,"Murshidabad College of Engineering & Technology, Murshidabad",Computer Science & Engineering,B.E/B. Tech,Home State,OBC - B,62868,62868
554,Round 1,"Calcutta Institute of Technology, Uluberia, Howrah",Civil Engineering,B.E/B. Tech,All India,Open,13950,70842
555,Round 1,"Meghnad Saha Institute of Technology, Kolkata",Civil Engineering,B.E/B. Tech,All India,Open,21784,79088
556,Round 1,"Global Institute of Management and Technology, Krishnanagar, Nadia",Civil Engineering,B.E/B. Tech,All India,Open,41586,41586
557,Round 1,"Calcutta Institute of Pharmaceutical Tech. & Allied Health Sciences, Uluberia",B.Pharm/Pharmaceutical Technology (TFW),B. Pharma,Home State,Tuition Fee Waiver,2277,6542
558,Round 1,"Heritage Institute of Technology, Kolkata",Civil Engineering,B.E/B. Tech,Home State,SC,24486,24486
559,Round 1,"Heritage Institute of Technology, Kolkata",Civil Engineering,B.E/B. Tech,Home State,ST,41636,41636
560,Round 1,"Hooghly Engineering & Technology College, Hooghly",Civil Engineering,B.E/B. Tech,All India,Open,12382,77306
561,Round 1,"Narula Institute of Technology, Agarpara, Kolkata",Civil Engineering,B.E/B. Tech,All India,Open,28827,73588
562,Round 1,"Sanaka Education Trusts Group of Institutions, Durgapur, Burdwan",Civil Engineering,B.E/B. Tech,All India,Open,76124,76124
563,Round 1,"Heritage Institute of Technology, Kolkata",Civil Engineering,B.E/B. Tech,All India,Open,2655,23952
564,Round 1,"Techno India University, Salt Lake",Civil Engineering,B.E/B. Tech,All India,Open,22649,64153
565,Round 1,"Dream Institute of Technology, Bishnupur, 24-Parganas-South",Civil Engineering,B.E/B. Tech,All India,Open,46592,46592
566,Round 1,"Dumkal Institute of Engineering & Technology, Dumkal, Murshidabad",Civil Engineering,B.E/B. Tech,All India,Open,51282,51282
567,Round 1,"Mallabhum Institute of Technology, Bishnupur, Bankura",Electronics & Communication Engineering,B.E/B. Tech,All India,Open,49616,77847
568,Round 1,"University Institute of Technology, Burdwan (Self Financing Course)",Electronics & Communication Engineering,B.E/B. Tech,All India,Open,5469,12255
569,Round 1,"University Institute of Technology, Burdwan (Self Financing Course)",Electronics & Communication Engineering,B.E/B. Tech,Home State,ST,64539,65452
570,Round 1,"Cooch Behar Government Engineering College, Cooch Behar",Electronics & Communication Engineering,B.E/B. Tech,Home State,SC,11229,14737
571,Round 1,"Cooch Behar Government Engineering College, Cooch Behar",Electronics & Communication Engineering,B.E/B. Tech,Home State,OBC - A,12155,14865
572,Round 1,"Murshidabad College of Engineering & Technology, Murshidabad",Electronics & Communication Engineering,B.E/B. Tech,All India,Open,26150,75418
573,Round 1,"Cooch Behar Government Engineering College, Cooch Behar",Electronics & Communication Engineering,B.E/B. Tech,Home State,OBC - B,8128,9125
574,Round 1,"Cooch Behar Government Engineering College, Cooch Behar",Electronics & Communication Engineering,B.E/B. Tech,Home State,Open,4047,7781
575,Round 1,"Future Institute of Technology, Boral, Garia",Electronics & Communication Engineering,B.E/B. Tech,All India,Open,30186,78026
576,Round 1,"Cooch Behar Government Engineering College, Cooch Behar",Electronics & Communication Engineering,B.E/B. Tech,Home State,ST,44800,47595
577,Round 1,"Ideal Institute of Engineering, Kalyani",Electronics & Communication Engineering,B.E/B. Tech,All India,Open,20134,69684
578,Round 1,"Regent Education and Research Foundation, Barasat, Kolkata",Electronics & Communication Engineering,B.E/B. Tech,All India,Open,73836,78408
579,Round 1,"Asansol Engineering College, Asansol, Burdwan",Information Technology (TFW),B.E/B. Tech,Home State,Tuition Fee Waiver,9910,14934
580,Round 1,"Dr. B. C. Roy Engineering College, Durgapur",Electrical Engineering (TFW),B.E/B. Tech,Home State,Tuition Fee Waiver,15831,29291
581,Round 1,"University of Kalyani, Science Instrumentation Centre",Information Technology (TFW),B.E/B. Tech,Home State,Tuition Fee Waiver,3855,3855
582,Round 1,Jadavpur University,Information Technology (TFW),B.E/B. Tech,Home State,Tuition Fee Waiver,171,397
583,Round 1,"Asansol Engineering College, Asansol, Burdwan",Artificial Intelligence And Machine Learning,B.E/B. Tech,All India,Open,3923,55157
584,Round 1,Jadavpur University,Electrical Engineering (TFW),B.E/B. Tech,Home State,Tuition Fee Waiver,600,665
585,Round 1,"Kalyani Goverment Engineering College, Kalyani, Nadia",Electrical Engineering,B.E/B. Tech,Home State,Open (PwD),46332,46332
586,Round 1,"Kalyani Goverment Engineering College, Kalyani, Nadia",Electrical Engineering,B.E/B. Tech,Home State,SC,5289,8237
587,Round 1,"Kalyani Goverment Engineering College, Kalyani, Nadia",Electrical Engineering,B.E/B. Tech,Home State,ST,20273,23931
589,Round 1,"Birbhum Institute of Engineering & Technology, Suri, Birbhum",Electrical Engineering,B.E/B. Tech,All India,Open,45183,70435
590,Round 1,"Bankura Unnayani Institute of Engineering, Bankura",Electrical Engineering,B.E/B. Tech,All India,Open,19947,78699
591,Round 1,"University Institute of Technology, Burdwan (Self Financing Course)",Electrical Engineering,B.E/B. Tech,All India,Open,4056,15383
592,Round 1,"Mallabhum Institute of Technology, Bishnupur, Bankura",Electrical Engineering,B.E/B. Tech,All India,Open,23333,60567
593,Round 1,"University Institute of Technology, Burdwan (Self Financing Course)",Electrical Engineering,B.E/B. Tech,Home State,SC,15624,21994
