Sr.No,Round,Institute,Program,Stream,Quota,Category,Opening Rank,Closing Rank
1240,Round 1,"Meghnad Saha Institute of Technology, Kolkata",Electronics & Communication Engineering (TFW),B.E/B. Tech,Home State,Tuition Fee Waiver,10460,14627
1241,Round 1,"Rcc Institute of Information Technology, Kolkata",Electronics & Communication Engineering (TFW),B.E/B. Tech,Home State,Tuition Fee Waiver,7123,14946
1242,Round 1,University Of Calcutta,Instrumentation Engineering (TFW),B.E/B. Tech,Home State,Tuition Fee Waiver,1881,1881
1243,Round 1,"Bankura Unnayani Institute of Engineering, Bankura",Applied Electronics And Instrumentation Engineering,B.E/B. Tech,All India,Open,38058,38058
1244,Round 1,"University Institute of Technology, Burdwan (Self Financing Course)",Applied Electronics And Instrumentation Engineering,B.E/B. Tech,Home State,SC,22073,26670
1245,Round 1,"University Institute of Technology, Burdwan (Self Financing Course)",Applied Electronics And Instrumentation Engineering,B.E/B. Tech,All India,Open,12311,21724
1246,Round 1,"Regent Education and Research Foundation, Barasat, Kolkata",Electrical & Electronics Engineering,B.E/B. Tech,All India,Open,60908,60908
1247,Round 1,"Netaji Subhas Engineering College, Garia, Kolkata",Applied Electronics And Instrumentation Engineering,B.E/B. Tech,All India,Open,17141,78891
1248,Round 1,"Netaji Subhas Engineering College, Garia, Kolkata",Computer Science & Business System (TFW),B.E/B. Tech,Home State,Tuition Fee Waiver,11176,14203
1249,Round 1,"Techno International New Town, Rajarhat, New Town",Computer Science & Business System (TFW),B.E/B. Tech,Home State,Tuition Fee Waiver,17935,22563
1250,Round 1,"Techno International New Town, Rajarhat, New Town",Applied Electronics And Instrumentation Engineering,B.E/B. Tech,All India,Open,18176,76112
1251,Round 1,"Rcc Institute of Information Technology, Kolkata",Applied Electronics And Instrumentation Engineering,B.E/B. Tech,All India,Open,17477,44116
1252,Round 1,"Meghnad Saha Institute of Technology, Kolkata",Computer Science & Business System (TFW),B.E/B. Tech,Home State,Tuition Fee Waiver,14634,16500
1253,Round 1,"Haldia Institute of Technology, Haldia, Purba Medinipur",Applied Electronics And Instrumentation Engineering,B.E/B. Tech,Home State,SC,51698,74258
1254,Round 1,"Budge Budge Institute of Technology, Budge-Budge",Computer Science & Engineering (Artificial Intelligence And Machine Learning),B.E/B. Tech,Home State,SC,63525,69646
1255,Round 1,"Budge Budge Institute of Technology, Budge-Budge",Computer Science & Engineering (Artificial Intelligence And Machine Learning),B.E/B. Tech,Home State,OBC - B,59543,71507
1256,Round 1,"St. Mary's Technical Campus Kolkata, Barasat",Computer Science & Engineering (Artificial Intelligence And Machine Learning),B.E/B. Tech,All India,Open,18064,78472
1258,Round 1,"Govt. College of Engineering & Textile Technology, Serampore",Textile Technology,B.E/B. Tech,Home State,SC,14845,21726
1259,Round 1,"Govt. College of Engineering & Textile Technology, Serampore",Textile Technology,B.E/B. Tech,Home State,ST,43819,71655
1260,Round 1,"Govt. College of Engineering & Textile Technology, Serampore",Textile Technology,B.E/B. Tech,Home State,Open,6404,14800
1261,Round 1,"Seacom Skills University, Bolpur",Civil Engineering (TFW),B.E/B. Tech,Home State,Tuition Fee Waiver,34258,37272
1262,Round 1,"Govt. College of Engineering & Textile Technology, Serampore",Textile Technology,B.E/B. Tech,Home State,OBC - A,18306,25912
1263,Round 1,"Govt. College of Engineering & Textile Technology, Serampore",Textile Technology,B.E/B. Tech,Home State,OBC - B,14828,16348
1264,Round 1,"Bengal Institute of Technology, Dhapa, Kolkata",Computer Science & Engineering (Artificial Intelligence And Machine Learning),B.E/B. Tech,All India,Open,13174,57555
1265,Round 1,"Narula Institute of Technology, Agarpara, Kolkata",Computer Science & Engineering (Artificial Intelligence And Machine Learning),B.E/B. Tech,All India,Open,243,30491
1266,Round 1,"Heritage Institute of Technology, Kolkata",Computer Science & Engineering - TFW,B.E/B. Tech,Home State,Tuition Fee Waiver,1894,2883
1267,Round 1,University Of Calcutta,Jute & Fibre Technology,B.E/B. Tech,Home State,ST,54067,75231
1269,Round 2,"Birbhum Institute of Engineering & Technology, Suri, Birbhum",Civil Engineering,B.E/B. Tech,All India,Open,34305,34305
1270,Round 2,"Institute of Pharmacy, Jalpaiguri",B.Pharm/Pharmaceutical Technology (TFW),B. Pharma,Home State,Tuition Fee Waiver,1265,2333
1271,Round 2,"Bharat Technology, Uluberia, Howrah",B.Pharm/Pharmaceutical Technology (TFW),B. Pharma,Home State,Tuition Fee Waiver,6228,11173
1272,Round 2,"Gupta College of Technological Sciences, Asansol, Burdwan",B.Pharm/Pharmaceutical Technology (TFW),B. Pharma,Home State,Tuition Fee Waiver,8847,10127
1273,Round 2,"Aliah University, New Town",Civil Engineering,B.E/B. Tech,Home State,Open,12532,23220
1274,Round 2,"Techno India University, Salt Lake",Civil Engineering,B.E/B. Tech,All India,Open,29142,72486
1275,Round 2,"Techno Main Salt Lake, Sector-V, Salt Lake",Civil Engineering,B.E/B. Tech,All India,Open,21962,79497
1276,Round 2,"Netaji Subhas Engineering College, Garia, Kolkata",Civil Engineering,B.E/B. Tech,All India,Open,48273,78917
1277,Round 2,"Techno International New Town, Rajarhat, New Town",Civil Engineering,B.E/B. Tech,All India,Open,57640,57640
1278,Round 2,"Ramkrishna Mahato Government Engineering College, Purulia",Civil Engineering,B.E/B. Tech,Home State,OBC - A,33727,45100
1279,Round 2,"Ramkrishna Mahato Government Engineering College, Purulia",Civil Engineering,B.E/B. Tech,Home State,Open,10971,21353
1280,Round 2,"Ramkrishna Mahato Government Engineering College, Purulia",Civil Engineering,B.E/B. Tech,Home State,OBC - B,23061,23949
1281,Round 2,"Bankura Unnayani Institute of Engineering, Bankura",Information Technology,B.E/B. Tech,All India,Open,40303,75456
1282,Round 2,"College of Engineering and Management, Kolaghat",Information Technology,B.E/B. Tech,All India,Open,24018,55092
1283,Round 2,"Institute of Science and Technology, Paschim Medinipur",Information Technology,B.E/B. Tech,All India,Open,11540,52624
1284,Round 2,"B.P. Poddar Institute of Management & Technology, Kolkata",Information Technology,B.E/B. Tech,All India,Open,7705,29495
1285,Round 2,"Techno Main Salt Lake, Sector-V, Salt Lake",Information Technology,B.E/B. Tech,All India,Open,6107,9831
1286,Round 2,"Netaji Subhas Engineering College, Garia, Kolkata",Information Technology,B.E/B. Tech,All India,Open,12004,22269
1287,Round 2,"Techno International New Town, Rajarhat, New Town",Information Technology,B.E/B. Tech,All India,Open,15886,46382
1288,Round 2,"Govt. College of Engineering & Ceramic Technology, Kolkata",Information Technology,B.E/B. Tech,Home State,SC,10274,13010
1289,Round 2,"Govt. College of Engineering & Ceramic Technology, Kolkata",Ceramic Enginering And Technology (TFW),B.E/B. Tech,Home State,Tuition Fee Waiver,5995,9011
1290,Round 2,"Camellia Institute of Technology, Badu Road, Madhyamgram",Information Technology,B.E/B. Tech,All India,Open,46613,46613
1291,Round 2,"Govt. College of Engineering & Ceramic Technology, Kolkata",Information Technology,B.E/B. Tech,Home State,ST,47547,47595
1292,Round 2,"Siliguri Institute of Technology, Siliguri",Information Technology,B.E/B. Tech,All India,Open,28458,76292
1293,Round 2,"Govt. College of Engineering & Ceramic Technology, Kolkata",Information Technology,B.E/B. Tech,Home State,Open (PwD),74587,74587
1294,Round 2,"B.P. Poddar Institute of Management & Technology, Kolkata",Electronics & Communication Engineering (TFW),B.E/B. Tech,Home State,Tuition Fee Waiver,10204,18589
1295,Round 2,"College of Engineering and Management, Kolaghat",Electronics & Communication Engineering (TFW),B.E/B. Tech,Home State,Tuition Fee Waiver,31108,35569
1296,Round 2,"Gargi Memorial Institute of Technology, Baruipur, Kolkata",Electronics & Communication Engineering (TFW),B.E/B. Tech,Home State,Tuition Fee Waiver,31932,41866
1297,Round 2,"Techno Main Salt Lake, Sector-V, Salt Lake",Electronics & Communication Engineering (TFW),B.E/B. Tech,Home State,Tuition Fee Waiver,9224,9885
1298,Round 2,"Netaji Subhas Engineering College, Garia, Kolkata",Electronics & Communication Engineering (TFW),B.E/B. Tech,Home State,Tuition Fee Waiver,10485,17093
1299,Round 2,"Techno International New Town, Rajarhat, New Town",Electronics & Communication Engineering (TFW),B.E/B. Tech,Home State,Tuition Fee Waiver,11728,26514
1300,Round 2,"Ramkrishna Mahato Government Engineering College, Purulia",Electronics & Communication Engineering (TFW),B.E/B. Tech,Home State,Tuition Fee Waiver,5122,5673
1301,Round 2,"Jis College of Engineering, Kalyani, Nadia",Electronics & Communication Engineering (TFW),B.E/B. Tech,Home State,Tuition Fee Waiver,31895,35497
1302,Round 2,"Jalpaiguri Goverment Engineering College,Jalpaiguri",Electronics & Communication Engineering (TFW),B.E/B. Tech,Home State,Tuition Fee Waiver,2388,2711
1303,Round 2,"Haldia Institute of Technology, Haldia, Purba Medinipur",Electronics & Communication Engineering (TFW),B.E/B. Tech,Home State,Tuition Fee Waiver,10154,17010
1304,Round 2,"Meghnad Saha Institute of Technology, Kolkata",Electronics & Communication Engineering (TFW),B.E/B. Tech,Home State,Tuition Fee Waiver,10460,14627
1305,Round 2,"Rcc Institute of Information Technology, Kolkata",Electronics & Communication Engineering (TFW),B.E/B. Tech,Home State,Tuition Fee Waiver,7123,17885
1306,Round 2,"Govt. College of Engineering & Ceramic Technology, Kolkata",Information Technology,B.E/B. Tech,Home State,Open,3787,5656
1307,Round 2,"Jis College of Engineering, Kalyani, Nadia",Information Technology,B.E/B. Tech,Home State,SC,60085,71678
1308,Round 2,"Jis College of Engineering, Kalyani, Nadia",Information Technology,B.E/B. Tech,Home State,OBC - A,57172,57172
1309,Round 2,"Jis College of Engineering, Kalyani, Nadia",Information Technology,B.E/B. Tech,All India,Open,24894,52400
1310,Round 2,Jadavpur University,Information Technology,B.E/B. Tech,Home State,SC,926,1884
1311,Round 2,"University of Kalyani, Science Instrumentation Centre",Information Technology,B.E/B. Tech,Home State,ST,34630,37799
1312,Round 2,Jadavpur University,Information Technology,B.E/B. Tech,Home State,SC (PwD),16918,16918
1313,Round 2,Jadavpur University,Information Technology,B.E/B. Tech,Home State,Open,104,261
1314,Round 2,"Asansol Engineering College, Asansol, Burdwan",Information Technology,B.E/B. Tech,All India,Open,18315,44983
1315,Round 2,Jadavpur University,Information Technology,B.E/B. Tech,All India,Open,12,96
1316,Round 2,Jadavpur University,Information Technology,B.E/B. Tech,Home State,OBC - A,530,1132
1317,Round 2,Jadavpur University,Information Technology,B.E/B. Tech,Home State,OBC - B,301,546
1318,Round 2,"University of Kalyani, Science Instrumentation Centre",Information Technology,B.E/B. Tech,All India,Open,2227,5197
1319,Round 2,"Ramkrishna Mahato Government Engineering College, Purulia",Civil Engineering,B.E/B. Tech,Home State,ST,58874,77580
1320,Round 2,"Ramkrishna Mahato Government Engineering College, Purulia",Civil Engineering,B.E/B. Tech,Home State,SC,21633,28373
1321,Round 2,"Siliguri Institute of Technology, Siliguri",Civil Engineering,B.E/B. Tech,All India,Open,25637,72558
1322,Round 2,"Jis College of Engineering, Kalyani, Nadia",Civil Engineering,B.E/B. Tech,All India,Open,41427,68227
1323,Round 2,"Jalpaiguri Goverment Engineering College,Jalpaiguri",Civil Engineering,B.E/B. Tech,Home State,Open,2629,7800
1324,Round 2,"Jalpaiguri Goverment Engineering College,Jalpaiguri",Civil Engineering,B.E/B. Tech,Home State,ST,31499,65026
1325,Round 2,"Jalpaiguri Goverment Engineering College,Jalpaiguri",Civil Engineering,B.E/B. Tech,Home State,SC,8504,17306
1326,Round 2,"Jalpaiguri Goverment Engineering College,Jalpaiguri",Civil Engineering,B.E/B. Tech,Home State,OBC - A,18295,22842
1327,Round 2,"Jalpaiguri Goverment Engineering College,Jalpaiguri",Civil Engineering,B.E/B. Tech,Home State,OBC - B,8989,9583
1328,Round 2,"Calcutta Institute of Technology, Uluberia, Howrah",Civil Engineering,B.E/B. Tech,All India,Open,43569,43569
1329,Round 2,"Meghnad Saha Institute of Technology, Kolkata",Civil Engineering,B.E/B. Tech,All India,Open,34392,76923
1330,Round 2,"Haldia Institute of Technology, Haldia, Purba Medinipur",Civil Engineering,B.E/B. Tech,All India,Open,21974,72151
1331,Round 2,"Nshm Knowledge Campus, Kolkata Group of Institutions, Kolkata",B.Pharm/Pharmaceutical Technology (TFW),B. Pharma,Home State,Tuition Fee Waiver,1273,7137
1332,Round 2,"Birbhum Institute of Engineering & Technology, Suri, Birbhum",Electrical Engineering,B.E/B. Tech,All India,Open,57398,57398
1333,Round 2,"Bankura Unnayani Institute of Engineering, Bankura",Electrical Engineering,B.E/B. Tech,All India,Open,38398,78699
1335,Round 2,"B.P. Poddar Institute of Management & Technology, Kolkata",Electrical Engineering,B.E/B. Tech,All India,Open,2597,78954
1336,Round 2,"College of Engineering and Management, Kolaghat",Electrical Engineering,B.E/B. Tech,All India,Open,26366,71773
1337,Round 2,"Aliah University, New Town",Electrical Engineering,B.E/B. Tech,Home State,Open,8714,14802
1338,Round 2,"Gargi Memorial Institute of Technology, Baruipur, Kolkata",Electrical Engineering,B.E/B. Tech,All India,Open,23359,62897
1339,Round 2,"Techno Main Salt Lake, Sector-V, Salt Lake",Electrical Engineering,B.E/B. Tech,All India,Open,8354,78250
1340,Round 2,"Gargi Memorial Institute of Technology, Baruipur, Kolkata",Computer Science And Business System,B.E/B. Tech,All India,Open,11012,79008
1341,Round 2,"Techno India University, Salt Lake",Electrical Engineering,B.E/B. Tech,All India,Open,25110,79958
1342,Round 2,"Netaji Subhas Engineering College, Garia, Kolkata",Electrical Engineering,B.E/B. Tech,All India,Open,29295,72026
1343,Round 2,"Techno International New Town, Rajarhat, New Town",Computer Science & Engineering (IOT),B.E/B. Tech,All India,Open,22221,78136
1344,Round 2,"Techno International New Town, Rajarhat, New Town",Electrical Engineering,B.E/B. Tech,All India,Open,51185,78609
1345,Round 2,"University of Kalyani, Science Instrumentation Centre",Information Technology,B.E/B. Tech,Home State,OBC - A,14786,17391
1346,Round 2,"University of Kalyani, Science Instrumentation Centre",Information Technology,B.E/B. Tech,Home State,OBC - B,6442,6782
1347,Round 2,"Bengal Institute of Technology & Management, Santiniketan",Information Technology,B.E/B. Tech,All India,Open,34457,34457
1348,Round 2,"Dr. B. C. Roy Engineering College, Durgapur",Information Technology,B.E/B. Tech,All India,Open,21272,42519
1349,Round 2,"University of Kalyani, Science Instrumentation Centre",Information Technology,B.E/B. Tech,Home State,SC,10863,12472
1350,Round 2,Jadavpur University,Information Technology,B.E/B. Tech,Home State,Open (PwD),3597,5170
1351,Round 2,"Bengal College of Engineering & Technology, Durgapur",Information Technology,B.E/B. Tech,All India,Open,27339,78697
1352,Round 2,"Rcc Institute of Information Technology, Kolkata",Information Technology,B.E/B. Tech,All India,Open,11420,25156
1353,Round 2,"Budge Budge Institute of Technology, Budge-Budge",Information Technology,B.E/B. Tech,Home State,SC,75771,75771
1354,Round 2,"Jalpaiguri Goverment Engineering College,Jalpaiguri",Information Technology,B.E/B. Tech,Home State,Open,2104,2686
1355,Round 2,"Haldia Institute of Technology, Haldia, Purba Medinipur",Information Technology,B.E/B. Tech,All India,Open,1458,18782
1356,Round 2,"Jalpaiguri Goverment Engineering College,Jalpaiguri",Information Technology,B.E/B. Tech,Home State,SC,7063,8025
1357,Round 2,"Jalpaiguri Goverment Engineering College,Jalpaiguri",Information Technology,B.E/B. Tech,Home State,ST,25834,32803
1359,Round 2,"Birbhum Institute of Engineering & Technology, Suri, Birbhum",Mechanical Engineering,B.E/B. Tech,All India,Open,63777,63777
1361,Round 2,"Bankura Unnayani Institute of Engineering, Bankura",Computer Science & Engineering,B.E/B. Tech,All India,Open,15325,75979
1363,Round 2,"Bankura Unnayani Institute of Engineering, Bankura",Computer Science & Engineering,B.E/B. Tech,Home State,SC,77683,78759
1364,Round 2,"Bankura Unnayani Institute of Engineering, Bankura",Mechanical Engineering,B.E/B. Tech,All India,Open,45248,54879
1365,Round 2,"Birbhum Institute of Engineering & Technology, Suri, Birbhum",Computer Science & Engineering,B.E/B. Tech,All India,Open,33864,79975
1366,Round 2,"Modern Institute of Engineering & Technology, Bandel, Hooghly",Computer Science & Engineering,B.E/B. Tech,All India,Open,35611,78088
1367,Round 2,"Dr.Sudhir Chandra Sur Institute of Technology and Sports Complex, Dum Dum",Computer Science & Engineering,B.E/B. Tech,All India,Open,17915,79230
1368,Round 2,"Rcc Institute of Information Technology, Kolkata",Computer Science & Engineering,B.E/B. Tech,Home State,Open (PwD),41607,59888
